name,canonicalTranscript,chromosome,entrezId,jaxId,description_graph_id,graph_id
NUAK2,NM_030952,1,81788,81788,es_20200422170829512857,jax_gene_81788
PAK3,NM_001128173,X,5063,5063,es_20200422170828082518,jax_gene_5063
POT1,NM_015450,7,25913,25913,es_20200422170835275128,jax_gene_25913
HNF1A,NM_000545,12,6927,6927,es_20200422170835870110,jax_gene_6927
ZCCHC8,NM_017612,12,55596,55596,es_20200422170833393290,jax_gene_55596
MAPK8,NM_139049,10,5599,5599,es_20200422170827210232,jax_gene_5599
ANKRD26,NM_014915,10,22852,22852,es_20200422170831127116,jax_gene_22852
DDX41,NM_016222,5,51428,51428,es_20200422170849194264,jax_gene_51428
LMO1,NM_002315,11,4004,4004,es_20200422170948085259,jax_gene_4004
ERCC1,NM_001983,19,2067,2067,es_20200422170837271905,jax_gene_2067
AIM2,NM_004833,1,9447,9447,es_20200422180139229541,jax_gene_9447
TBXT,NM_003181,6,6862,6862,es_20200422170841285806,jax_gene_6862
MECOM,NM_005241,3,2122,2122,es_20200422170842484931,jax_gene_2122
H3-5,NM_001013699,12,440093,440093,es_20200422170909470542,jax_gene_440093
KDM4C,NM_015061,9,23081,23081,es_20200422170839412133,jax_gene_23081
AXIN2,NM_004655,17,8313,8313,es_20200422170848659852,jax_gene_8313
JUN,NM_002228,1,3725,3725,es_20200422180144352236,jax_gene_3725
OLFM4,NM_006418,13,10562,10562,es_20200422170845791038,jax_gene_10562
CDK19,NM_015076,6,23097,23097,es_20200422170859923089,jax_gene_23097
TTN,NM_001256850,2,7273,7273,es_20200422180142232461,jax_gene_7273
ERCC3,NM_000122,2,2071,2071,es_20200422170852755377,jax_gene_2071
RPS6KB1,NM_003161,17,6198,6198,es_20200422170853915033,jax_gene_6198
RASA1,NM_002890,5,5921,5921,es_20200422170903875972,jax_gene_5921
PPM1D,NM_003620,17,8493,8493,es_20200422170901148476,jax_gene_8493
IRF2,NM_002199,4,3660,3660,es_20200422170855760693,jax_gene_3660
FAM114A2,NM_018691,5,10827,10827,es_20200422170905326138,jax_gene_10827
LTK,NM_002344,15,4058,4058,es_20200422170912977246,jax_gene_4058
CCNY,NM_145012,10,219771,219771,es_20200422180145909564,jax_gene_219771
FYB1,NM_199335,5,2533,2533,es_20200422170916250595,jax_gene_2533
CUX1,NM_181552,7,1523,1523,es_20200422180147912923,jax_gene_1523
ATRX,NM_000489,X,546,546,es_20200422170924649330,jax_gene_546
PPP6C,NM_002721,9,5537,5537,es_20200422170906290636,jax_gene_5537
TGFBR2,NM_003242,3,7048,7048,es_20200422170916875238,jax_gene_7048
SETD2,NM_014159,3,29072,29072,es_20200422170913476141,jax_gene_29072
SAMD4B,NM_018028,19,55095,55095,es_20200422170920017766,jax_gene_55095
H3C3,NM_003531,6,8352,8352,es_20200422170928027016,jax_gene_8352
POLD2,NM_001256879,7,5425,5425,es_20200422170918373116,jax_gene_5425
TLE6,NM_001143986,19,79816,79816,es_20200422170930481434,jax_gene_79816
FANCB,NM_152633,X,2187,2187,es_20200422170934458941,jax_gene_2187
LATS1,NM_004690,6,9113,9113,es_20200422170924108347,jax_gene_9113
DAB2,NM_001343,5,1601,1601,es_20200422170931937624,jax_gene_1601
DLG5,NM_004747,10,9231,9231,es_20200422170931351282,jax_gene_9231
KDM1B,XM_005248926,6,221656,221656,es_20200422170933441643,jax_gene_221656
KIAA1549,NM_001164665,7,57670,57670,es_20200422170939202133,jax_gene_57670
KANK2,NM_001136191,19,25959,25959,es_20200422180150867204,jax_gene_25959
INA,NM_032727,10,9118,9118,es_20200422170943982866,jax_gene_9118
SHH,NM_000193,7,6469,6469,es_20200422170949580998,jax_gene_6469
HSD3B1,NM_000862,1,3283,3283,es_20200422170937675571,jax_gene_3283
CEACAM6,NM_002483,19,4680,4680,es_20200422170942546264,jax_gene_4680
NT5E,NM_002526,6,4907,4907,es_20200422170945364649,jax_gene_4907
ATP10B,NM_025153,5,23120,23120,es_20200422171006099000,jax_gene_23120
CALCR,NM_001164737,7,799,799,es_20200422170952094117,jax_gene_799
MLH3,NM_001040108,14,27030,27030,es_20200422170946728182,jax_gene_27030
PRKCI,NM_002740,3,5584,5584,es_20200422170940615788,jax_gene_5584
NCOA4,NM_005437,10,8031,8031,es_20200422180152801780,jax_gene_8031
PLA2G15,NM_012320,16,23659,23659,es_20200422171013818482,jax_gene_23659
TYK2,NM_003331,19,7297,7297,es_20200422170954449680,jax_gene_7297
NFKBIA,NM_020529,14,4792,4792,es_20200422170956652643,jax_gene_4792
EPHA2,NM_004431,1,1969,1969,es_20200422170958084271,jax_gene_1969
MTAP,NM_002451,9,4507,4507,es_20200422171009720452,jax_gene_4507
CXCR4,NM_003467,2,7852,7852,es_20200422171000118439,jax_gene_7852
CTAG1A,NM_139250,X,246100,246100,es_20200422170959006603,jax_gene_246100
BIRC3,NM_001165,11,330,330,es_20200422171011830991,jax_gene_330
NOTCH3,NM_000435,19,4854,4854,es_20200422171007246665,jax_gene_4854
NFIX,XM_005259918,19,4784,4784,es_20200422180157108875,jax_gene_4784
BRCA1,NM_007294,17,672,672,es_20200422180159692628,jax_gene_672
LIMA1,NM_016357,12,51474,51474,es_20200422171040462378,jax_gene_51474
ARFRP1,NM_001267547,20,10139,10139,es_20200422171015614234,jax_gene_10139
CYP17A1,NM_000102,10,1586,1586,es_20200422171016981698,jax_gene_1586
SSX1,NM_005635,X,6756,6756,es_20200422171021590519,jax_gene_6756
RAC1,NM_006908,7,5879,5879,es_20200422171020613382,jax_gene_5879
XRCC3,NM_001100118,14,7517,7517,es_20200422171024378899,jax_gene_7517
MAGEA1,NM_004988,X,4100,4100,es_20200422171034001874,jax_gene_4100
HTRA1,NM_002775,10,5654,5654,es_20200422171026596640,jax_gene_5654
HEY1,NM_012258,8,23462,23462,es_20200422171027656165,jax_gene_23462
H3C13,NM_001123375,1,653604,653604,es_20200422171037328127,jax_gene_653604
FAP,NM_004460,2,2191,2191,es_20200422171025247158,jax_gene_2191
PBX1,NM_002585,1,5087,5087,es_20200422171042902385,jax_gene_5087
AR,NM_000044,X,367,367,es_20200422171038320379,jax_gene_367
U2AF1,NM_006758,21,7307,7307,es_20200422171045236478,jax_gene_7307
DOCK4,NM_014705,7,9732,9732,es_20200422171030664649,jax_gene_9732
PIK3CA,NM_006218,3,5290,5290,es_20200422171044081744,jax_gene_5290
PTPRS,NM_002850,19,5802,5802,es_20200422171119234373,jax_gene_5802
SEPTIN3,NM_145733,22,55964,55964,es_20200422171041955088,jax_gene_55964
FCHSD1,NM_033449,5,89848,89848,es_20200422171043518956,jax_gene_89848
DLL3,NM_016941,19,10683,10683,es_20200422171047728709,jax_gene_10683
MDM4,NM_002393,1,4194,4194,es_20200422171049345557,jax_gene_4194
TNFRSF14,NM_003820,1,8764,8764,es_20200422171056948760,jax_gene_8764
LIG4,NM_001098268,13,3981,3981,es_20200422171050558176,jax_gene_3981
SAAL1,NM_138421,11,113174,113174,es_20200422171129172564,jax_gene_113174
MYB,NM_005375,6,4602,4602,es_20200422171103248624,jax_gene_4602
CDK13,NM_003718,7,8621,8621,es_20200422171107087370,jax_gene_8621
PDGFRA,NM_006206,4,5156,5156,es_20200422171054007875,jax_gene_5156
MAP3K13,NM_004721,3,9175,9175,es_20200422180201337817,jax_gene_9175
AURKC,NM_001015878,19,6795,6795,es_20200422171105519173,jax_gene_6795
MUC17,NM_001040105,7,140453,140453,es_20200422171115697066,jax_gene_140453
HGF,NM_000601,7,3082,3082,es_20200422171059705017,jax_gene_3082
CEBPA,NM_004364,19,1050,1050,es_20200422171103881782,jax_gene_1050
MUSK,NM_005592,9,4593,4593,es_20200422171113416454,jax_gene_4593
IGFBP2,NM_000597,2,3485,3485,es_20200422171117224464,jax_gene_3485
TBL1XR1,NM_024665,3,79718,79718,es_20200422180203136591,jax_gene_79718
CTAG2,NM_020994,X,30848,30848,es_20200422171114004595,jax_gene_30848
GPNMB,NM_001005340,7,10457,10457,es_20200422171124458771,jax_gene_10457
BCL2L1,NM_138578,20,598,598,es_20200422171131978073,jax_gene_598
MUC4,NM_018406,3,4585,4585,es_20200422171140313877,jax_gene_4585
PURB,NM_033224,7,5814,5814,es_20200422171144822503,jax_gene_5814
HNRNPK,NM_031262,9,3190,3190,es_20200422180207985417,jax_gene_3190
AKAP9,NM_005751,7,10142,10142,es_20200422171127215816,jax_gene_10142
CD47,NM_001777,3,961,961,es_20200422171125454541,jax_gene_961
NOP2,NM_001258308,12,4839,4839,es_20200422171136376803,jax_gene_4839
CCNE2,NM_057749,8,9134,9134,es_20200422171146245183,jax_gene_9134
GPBP1L1,NM_021639,1,60313,60313,es_20200422171148632473,jax_gene_60313
BMI1,NM_005180,10,648,648,es_20200422171137323763,jax_gene_648
SDHD,NM_003002,11,6392,6392,es_20200422171132909946,jax_gene_6392
SLC12A1,NM_000338,15,6557,6557,es_20200422171135459414,jax_gene_6557
AHCYL1,NM_006621,1,10768,10768,es_20200422171141442298,jax_gene_10768
GNAS,NM_080425,20,2778,2778,es_20200422171143840430,jax_gene_2778
FOXA1,NM_004496,14,3169,3169,es_20200422171149571990,jax_gene_3169
NKX2-1,NM_003317,14,7080,7080,es_20200422171142309372,jax_gene_7080
ZMYND19,NM_138462,9,116225,116225,es_20200422180209662987,jax_gene_116225
PHF6,NM_001015877,X,84295,84295,es_20200422171201203611,jax_gene_84295
ZC3H7B,NM_017590,22,23264,23264,es_20200422171156285630,jax_gene_23264
NSD2,NM_001042424,4,7468,7468,es_20200422171211296968,jax_gene_7468
CSF3R,NM_000760,1,1441,1441,es_20200422171151938983,jax_gene_1441
IRS2,NM_003749,13,8660,8660,es_20200422171153366327,jax_gene_8660
ETS1,NM_005238,11,2113,2113,es_20200422171158552235,jax_gene_2113
NAPRT,NM_145201,8,93100,93100,es_20200422171203877282,jax_gene_93100
MSN,NM_002444,X,4478,4478,es_20200422171205050410,jax_gene_4478
LATS2,NM_014572,13,26524,26524,es_20200422171207438638,jax_gene_26524
CD4,NM_000616,12,920,920,es_20200422171217288786,jax_gene_920
C11orf95,NM_001144936,11,65998,65998,es_20200422171226598439,jax_gene_65998
AFDN,XM_005266996,6,4301,4301,es_20200422171205987617,jax_gene_4301
EFNA4,NM_005227,1,1945,1945,es_20200422171212799321,jax_gene_1945
RECQL4,NM_004260,8,9401,9401,es_20200422171220216650,jax_gene_9401
CBFB,NM_001755,16,865,865,es_20200422171208933308,jax_gene_865
FADD,NM_003824,11,8772,8772,es_20200422171207890279,jax_gene_8772
MET,NM_000245,7,4233,4233,es_20200422171223299991,jax_gene_4233
OSBPL3,NM_015550,7,26031,26031,es_20200422171215453169,jax_gene_26031
PLIN3,NM_005817,19,10226,10226,es_20200422171449833663,jax_gene_10226
CYSLTR2,NM_020377,13,57105,57105,es_20200422171217887932,jax_gene_57105
PRKCQ,NM_006257,10,5588,5588,es_20200422171224299494,jax_gene_5588
CX3CR1,NM_001171171,3,1524,1524,es_20200422171231789840,jax_gene_1524
KEAP1,NM_203500,19,9817,9817,es_20200422171224821165,jax_gene_9817
STK40,NM_001282547,1,83931,83931,es_20200422171241778095,jax_gene_83931
H3C8,NM_003534,6,8355,8355,es_20200422171228117075,jax_gene_8355
KDM4A,NM_014663,1,9682,9682,es_20200422171246285491,jax_gene_9682
FOXO1,NM_002015,13,2308,2308,es_20200422171227141122,jax_gene_2308
KDM1A,NM_015013,1,23028,23028,es_20200422171234137545,jax_gene_23028
MERTK,NM_006343,2,10461,10461,es_20200422171229273114,jax_gene_10461
SMARCB1,NM_003073,22,6598,6598,es_20200422171235648907,jax_gene_6598
PIK3IP1,NM_052880,22,113791,113791,es_20200422171244809339,jax_gene_113791
FOXL2,NM_023067,3,668,668,es_20200422171237605014,jax_gene_668
ALK,NM_004304,2,238,238,es_20200422171238568694,jax_gene_238
CCDC88A,XM_011532965,2,55704,55704,es_20200422171243813102,jax_gene_55704
TENM4,NM_001098816,11,26011,26011,es_20200422171252135931,jax_gene_26011
FYN,NM_002037,6,2534,2534,es_20200422180210805947,jax_gene_2534
PPEF1,NM_006240,X,5475,5475,es_20200422171249188194,jax_gene_5475
CCNG1,NM_199246,5,900,900,es_20200422171257344406,jax_gene_900
TF,NM_001063,3,7018,7018,es_20200422171250314073,jax_gene_7018
NF2,NM_000268,22,4771,4771,es_20200422171304104769,jax_gene_4771
ASS1,NM_054012,9,445,445,es_20200422171312544065,jax_gene_445
CSF1R,NM_005211,5,1436,1436,es_20200422171302493189,jax_gene_1436
NAMPT,NM_005746,7,10135,10135,es_20200422171315729755,jax_gene_10135
DEPTOR,NM_022783,8,64798,64798,es_20200422180211782258,jax_gene_64798
PDCD4,NM_014456,10,27250,27250,es_20200422180215448125,jax_gene_27250
RSPO3,NM_032784,6,84870,84870,es_20200422171305168759,jax_gene_84870
IRS1,NM_005544,2,3667,3667,es_20200422171307026929,jax_gene_3667
PAK5,NM_020341,20,57144,57144,es_20200422171314172398,jax_gene_57144
BTF3L4,NM_152265,1,91408,91408,es_20200422171308615764,jax_gene_91408
NSD3,NM_023034,8,54904,54904,es_20200422171311274586,jax_gene_54904
GPC3,NM_004484,X,2719,2719,es_20200422171316892238,jax_gene_2719
RBMS3,NM_001003793,3,27303,27303,es_20200422171321685328,jax_gene_27303
ESR1,NM_000125,6,2099,2099,es_20200422171309409436,jax_gene_2099
KMT2D,NM_003482,12,8085,8085,es_20200422171331836820,jax_gene_8085
EPS15,NM_001981,1,2060,2060,es_20200422171322699270,jax_gene_2060
CD274,NM_014143,9,29126,29126,es_20200422171334690509,jax_gene_29126
STAT5A,NM_003152,17,6776,6776,es_20200422171341008370,jax_gene_6776
BAP1,NM_004656,3,8314,8314,es_20200422171318933123,jax_gene_8314
CARM1,NM_199141,19,10498,10498,es_20200422171326448680,jax_gene_10498
CYP2D6,NM_000106,22,1565,1565,es_20200422171320260224,jax_gene_1565
GABRA6,NM_000811,5,2559,2559,es_20200422180225723707,jax_gene_2559
ELL,NM_006532,19,8178,8178,es_20200422171324266967,jax_gene_8178
USP42,NM_032172,7,84132,84132,es_20200422171328129885,jax_gene_84132
CDKN1B,NM_004064,12,1027,1027,es_20200422171324812924,jax_gene_1027
PRMT1,NM_198318,19,3276,3276,es_20200422171329564212,jax_gene_3276
HSF4,NM_001040667,16,3299,3299,es_20200422171335762639,jax_gene_3299
CCNA2,NM_001237,4,890,890,es_20200422171343505792,jax_gene_890
DHX9,NM_001357,1,1660,1660,es_20200422171352254894,jax_gene_1660
MZT1,NM_001071775,13,440145,440145,es_20200422171413751898,jax_gene_440145
RPS6KA4,NM_003942,11,8986,8986,es_20200422171338204656,jax_gene_8986
GLI1,NM_005269,12,2735,2735,es_20200422171342997058,jax_gene_2735
PLCG2,NM_002661,16,5336,5336,es_20200422171345088203,jax_gene_5336
EMC2,NM_014673,8,9694,9694,es_20200422171337273478,jax_gene_9694
ARID1B,NM_017519,6,57492,57492,es_20200422180223418642,jax_gene_57492
CHKA,NM_001277,11,1119,1119,es_20200422171339622394,jax_gene_1119
JAK3,NM_000215,19,3718,3718,es_20200422171348568229,jax_gene_3718
SLC44A4,NM_025257,6,80736,80736,es_20200422171350234111,jax_gene_80736
PTPRD,NM_002839,9,5789,5789,es_20200422180230547164,jax_gene_5789
RNF43,NM_017763,17,54894,54894,es_20200422180227465954,jax_gene_54894
ERRFI1,NM_018948,1,54206,54206,es_20200422171356290149,jax_gene_54206
SOX11,NM_003108,2,6664,6664,es_20200422171357682364,jax_gene_6664
RAB11FIP1,NM_001002814,8,80223,80223,es_20200422171353272720,jax_gene_80223
MEF2D,NM_005920,1,4209,4209,es_20200422180234306749,jax_gene_4209
Unknown,None,None,None,999999999,es_20200422171413628512,jax_gene_999999999
APP,NM_000484,21,351,351,es_20200422171429844378,jax_gene_351
HSPA5,NM_005347,9,3309,3309,es_20200422171432431797,jax_gene_3309
VEGFD,NM_004469,X,2277,2277,es_20200422180235754685,jax_gene_2277
GATA6,NM_005257,18,2627,2627,es_20200422171403877561,jax_gene_2627
MED12,NM_005120,X,9968,9968,es_20200422171400509671,jax_gene_9968
MORC2,NM_001303256,22,22880,22880,es_20200422171419317138,jax_gene_22880
SEPTIN6,NM_015129,X,23157,23157,es_20200422171405425671,jax_gene_23157
NKAIN4,NM_152864,20,128414,128414,es_20200422171407709978,jax_gene_128414
FLT4,NM_182925,5,2324,2324,es_20200422171417260488,jax_gene_2324
LY75,NM_002349,2,4065,4065,es_20200422171408257230,jax_gene_4065
BMP4,NM_130850,14,652,652,es_20200422171412124361,jax_gene_652
PTCH1,NM_000264,9,5727,5727,es_20200422171427420454,jax_gene_5727
MAD1L1,NM_001013837,7,8379,8379,es_20200422171416277392,jax_gene_8379
SPANXA1,NM_013453,X,30014,30014,es_20200422171418687421,jax_gene_30014
RBPMS,NM_001008710,8,11030,11030,es_20200422171425358795,jax_gene_11030
H3-3A,NM_005324,1,3020,3020,es_20200422171423456650,jax_gene_3020
FGFR3,NM_000142,4,2261,2261,es_20200422171422202402,jax_gene_2261
TPM4,NM_003290,19,7171,7171,es_20200422171436124161,jax_gene_7171
CIP2A,NM_020890,3,57650,57650,es_20200422171428534446,jax_gene_57650
IKBKE,NM_014002,1,9641,9641,es_20200422180238317866,jax_gene_9641
KDM2A,NM_012308,11,22992,22992,es_20200422171437154914,jax_gene_22992
HMGN2P46,None,15,283651,283651,es_20200422171433365130,jax_gene_283651
APOBEC3G,NM_021822,22,60489,60489,es_20200422171430928323,jax_gene_60489
SS18,NM_001007559,18,6760,6760,es_20200422171442745075,jax_gene_6760
NEK8,NM_178170,17,284086,284086,es_20200422171450917284,jax_gene_284086
DAZAP1,NM_018959,19,26528,26528,es_20200422171439358908,jax_gene_26528
PTPN1,NM_002827,20,5770,5770,es_20200422171452359458,jax_gene_5770
PYCR3,NM_023078,8,65263,65263,es_20200422171456241249,jax_gene_65263
KLC1,NM_182923,14,3831,3831,es_20200422171441736219,jax_gene_3831
SH3GLB1,None,1,51100,51100,es_20200422171443715772,jax_gene_51100
HDAC3,NM_003883,5,8841,8841,es_20200422171444619112,jax_gene_8841
CCNB1,NM_031966,5,891,891,es_20200422171605746197,jax_gene_891
AGO3,NM_024852,1,192669,192669,es_20200422180257491973,jax_gene_192669
SEC61G,NM_014302,7,23480,23480,es_20200422171611375758,jax_gene_23480
NUMA1,NM_006185,11,4926,4926,es_20200422171459537084,jax_gene_4926
GRIPAP1,NM_020137,X,56850,56850,es_20200422171457688206,jax_gene_56850
BCR,NM_004327,22,613,613,es_20200422171456813239,jax_gene_613
RSPO1,NM_001242908,1,284654,284654,es_20200422171508312578,jax_gene_284654
PTPRT,NM_007050,20,11122,11122,es_20200422171454295350,jax_gene_11122
TPM3,NM_152263,1,7170,7170,es_20200422171502952482,jax_gene_7170
WEE1,NM_003390,11,7465,7465,es_20200422171514102636,jax_gene_7465
IRF2BP2,NM_182972,1,359948,359948,es_20200422180244769854,jax_gene_359948
XRCC5,NM_021141,2,7520,7520,es_20200422171506449587,jax_gene_7520
FEN1,NM_004111,11,2237,2237,es_20200422180240702028,jax_gene_2237
ALOX12B,NM_001139,17,242,242,es_20200422171501919666,jax_gene_242
IL3RA,NM_002183,"X, Y",3563,3563,es_20200422171507326376,jax_gene_3563
CBLB,NM_170662,3,868,868,es_20200422171505448821,jax_gene_868
ATF7IP,NM_018179,12,55729,55729,es_20200422171514610713,jax_gene_55729
ARHGEF2,NM_001162383,1,9181,9181,es_20200422171508935234,jax_gene_9181
EPCAM,NM_002354,2,4072,4072,es_20200422171516627109,jax_gene_4072
FGFR1,NM_023110,8,2260,2260,es_20200422171528590242,jax_gene_2260
NR4A1,NM_002135,12,3164,3164,es_20200422171518012142,jax_gene_3164
GNAO1,NM_020988,16,2775,2775,es_20200422171521203997,jax_gene_2775
MGA,NM_001164273,15,23269,23269,es_20200422180247934476,jax_gene_23269
KDM5B,NM_006618,1,10765,10765,es_20200422180242357193,jax_gene_10765
H3-3B,None,17,3021,3021,es_20200422171531300816,jax_gene_3021
SOX6,NM_033326,11,55553,55553,es_20200422171541722682,jax_gene_55553
MDS2,NM_001348075,1,259283,259283,es_20200422171530696091,jax_gene_259283
CDK1,NM_001786,10,983,983,es_20200422171538816576,jax_gene_983
MDC1,NM_014641,6,9656,9656,es_20200422171535818656,jax_gene_9656
IL7R,NM_002185,5,3575,3575,es_20200422180255512008,jax_gene_3575
SDHA,NM_004168,5,6389,6389,es_20200422171532612554,jax_gene_6389
CXCL1,NM_001511,4,2919,2919,es_20200422171536881520,jax_gene_2919
SPEN,NM_015001,1,23013,23013,es_20200422171534377017,jax_gene_23013
CCND1,NM_053056,11,595,595,es_20200422171544213691,jax_gene_595
ETFA,NM_000126,15,2108,2108,es_20200422171550439887,jax_gene_2108
FIP1L1,NM_030917,4,81608,81608,es_20200422171548763774,jax_gene_81608
IGFBP5,NM_000599.3,2,3488,3488,es_20200422180249896190,jax_gene_3488
GATA4,NM_002052,8,2626,2626,es_20200422171545613736,jax_gene_2626
VEGFC,NM_005429,4,7424,7424,es_20200422171549818025,jax_gene_7424
SF1,NM_004630,11,7536,7536,es_20200422171603261869,jax_gene_7536
KLF4,NM_001314052,9,9314,9314,es_20200422171551092417,jax_gene_9314
OGA,NM_012215,10,10724,10724,es_20200422180251738224,jax_gene_10724
TMEM59,NM_004872,1,9528,9528,es_20200422171558351106,jax_gene_9528
MFSD5,NM_032889,12,84975,84975,es_20200422171628871326,jax_gene_84975
BCL6,NM_001706,3,604,604,es_20200422171556299507,jax_gene_604
STAT5B,NM_012448,17,6777,6777,es_20200422171601721957,jax_gene_6777
HSF2,NM_004506,6,3298,3298,es_20200422171612456874,jax_gene_3298
AHCYL2,NM_015328,7,23382,23382,es_20200422171607277290,jax_gene_23382
PRDM9,NM_020227,5,56979,56979,es_20200422171613619267,jax_gene_56979
CD28,NM_006139,2,940,940,es_20200422171617199680,jax_gene_940
PRDM2,NM_012231,1,7799,7799,es_20200422171636180068,jax_gene_7799
H3C7,NM_021018,6,8968,8968,es_20200422171609845934,jax_gene_8968
CDKN1A,NM_001220777,6,1026,1026,es_20200422180302045766,jax_gene_1026
REL,NM_002908,2,5966,5966,es_20200422180305953532,jax_gene_5966
WASF2,NM_006990,1,10163,10163,es_20200422180301020768,jax_gene_10163
ATG7,NM_006395,3,10533,10533,es_20200422171626191687,jax_gene_10533
ZNRF3,NM_001206998,22,84133,84133,es_20200422171633043954,jax_gene_84133
NCOA2,NM_006540,8,10499,10499,es_20200422171621694493,jax_gene_10499
CTNNB1,NM_001098210,3,1499,1499,es_20200422171631442402,jax_gene_1499
PHOX2B,NM_003924,4,8929,8929,es_20200422171643109223,jax_gene_8929
MRE11,NM_005591,11,4361,4361,es_20200422171629932451,jax_gene_4361
ELOC,NM_001204857,8,6921,6921,es_20200422171634568083,jax_gene_6921
FOLR1,NM_016725,11,2348,2348,es_20200422180307946809,jax_gene_2348
EIF1AX,NM_001412,X,1964,1964,es_20200422171653917417,jax_gene_1964
ACP3,NM_001099,3,55,55,es_20200422171638117152,jax_gene_55
PAX8,NM_003466,2,7849,7849,es_20200422171640915530,jax_gene_7849
ASPH,NM_004318,8,444,444,es_20200422171638772451,jax_gene_444
IL2RA,NM_000417,10,3559,3559,es_20200422171642112293,jax_gene_3559
TAF1,NM_138923,X,6872,6872,es_20200422171650459895,jax_gene_6872
PPFIBP2,NM_003621,11,8495,8495,es_20200422171652454163,jax_gene_8495
ERF,NM_006494,19,2077,2077,es_20200422171644504659,jax_gene_2077
ZBTB7A,NM_015898,19,51341,51341,es_20200422171645320878,jax_gene_51341
TET2,NM_001127208,4,54790,54790,es_20200422171708308901,jax_gene_54790
PRLR,NM_000949,5,5618,5618,es_20200422180310157532,jax_gene_5618
CCNG2,NM_004354,4,901,901,es_20200422171659350039,jax_gene_901
INO80C,NM_194281,18,125476,125476,es_20200422171657966281,jax_gene_125476
AGBL4,NM_032785,1,84871,84871,es_20200422171705745551,jax_gene_84871
SMO,NM_005631,7,6608,6608,es_20200422171701072326,jax_gene_6608
FMO4,NM_002022,1,2329,2329,es_20200422171811135534,jax_gene_2329
AFAP1,NM_198595,4,60312,60312,es_20200422180311778508,jax_gene_60312
TRIM33,NM_015906,1,51592,51592,es_20200422171707153320,jax_gene_51592
COP1,NM_022457,1,64326,64326,es_20200422171714125312,jax_gene_64326
STARD3NL,NM_032016,7,83930,83930,es_20200422171715750776,jax_gene_83930
ARNT,NM_001668,1,405,405,es_20200422171721807848,jax_gene_405
CDKN2B,NM_004936,9,1030,1030,es_20200422171720338745,jax_gene_1030
LYSMD3,NM_198273,5,116068,116068,es_20200422171717715646,jax_gene_116068
INPP4A,NM_001134224,2,3631,3631,es_20200422171717165463,jax_gene_3631
POLB,NM_002690,8,5423,5423,es_20200422171724458220,jax_gene_5423
RELA,NM_021975,11,5970,5970,es_20200422171718827868,jax_gene_5970
H3C11,NM_003533,6,8354,8354,es_20200422171727053490,jax_gene_8354
ATP7B,NM_000053,13,540,540,es_20200422171729072882,jax_gene_540
EIF3E,NM_001568,8,3646,3646,es_20200422171808051052,jax_gene_3646
PRCC,NM_005973,1,5546,5546,es_20200422171814161329,jax_gene_5546
ELF4,NM_001127197,X,2000,2000,es_20200422171832512202,jax_gene_2000
CNTNAP2,NM_014141,7,26047,26047,es_20200422171722829750,jax_gene_26047
FOXO3,NM_001455,6,2309,2309,es_20200422171725939662,jax_gene_2309
SALL2,NM_005407,14,6297,6297,es_20200422171731439027,jax_gene_6297
EPOR,NM_000121,19,2057,2057,es_20200422171809033420,jax_gene_2057
SEPTIN9,NM_001113491,17,10801,10801,es_20200422171736941332,jax_gene_10801
MLLT3,NM_004529,9,4300,4300,es_20200422171730550719,jax_gene_4300
TGFA,NM_003236,2,7039,7039,es_20200422171738453217,jax_gene_7039
TACC3,NM_006342,4,10460,10460,es_20200422171728077400,jax_gene_10460
WRN,NM_000553,8,7486,7486,es_20200422171732884177,jax_gene_7486
ATM,NM_000051,11,472,472,es_20200422171757804388,jax_gene_472
ARID1A,NM_006015,1,8289,8289,es_20200422171734884255,jax_gene_8289
CD5,NM_014207,11,921,921,es_20200422171740886461,jax_gene_921
MYD88,NM_002468,3,4615,4615,es_20200422171801570740,jax_gene_4615
FAM133B,NM_152789,7,257415,257415,es_20200422171804498588,jax_gene_257415
CARS1,NM_001751,11,833,833,es_20200422171810637815,jax_gene_833
SPINK1,NM_003122,5,6690,6690,es_20200422171817985852,jax_gene_6690
CDH1,NM_004360,16,999,999,es_20200422171812037977,jax_gene_999
PIK3C2B,NM_002646,1,5287,5287,es_20200422171805172536,jax_gene_5287
TANK,NM_004180,2,10010,10010,es_20200422171816149564,jax_gene_10010
SDC4,NM_002999,20,6385,6385,es_20200422171821486832,jax_gene_6385
IGH,None,14,3492,3492,es_20200422171814699379,jax_gene_3492
H3C15,NM_001005464,1,333932,333932,es_20200422171827722843,jax_gene_333932
KAT6A,NM_006766,8,7994,7994,es_20200422171840037738,jax_gene_7994
EZH1,NM_001991,17,2145,2145,es_20200422171828766678,jax_gene_2145
PLK2,NM_006622,5,10769,10769,es_20200422171836564507,jax_gene_10769
HNRNPH1,NM_005520,5,3187,3187,es_20200422171823064952,jax_gene_3187
HERPUD1,NM_014685,16,9709,9709,es_20200422171826800458,jax_gene_9709
SSBP2,NM_012446,5,23635,23635,es_20200422171825399011,jax_gene_23635
PMS2,NM_000535,7,5395,5395,es_20200422171829763628,jax_gene_5395
DNMT1,NM_001379,19,1786,1786,es_20200422171834902627,jax_gene_1786
PTPRZ1,NM_002851,7,5803,5803,es_20200422171844399533,jax_gene_5803
GRIN2A,NM_000833,16,2903,2903,es_20200422180313951945,jax_gene_2903
IGFBP1,NM_000596,7,3484,3484,es_20200422171842428361,jax_gene_3484
